19963,spm,,915749,0,,SFU Q-0271,,,body,,1,text,,,Formicidae indet.,family,70728,,Formicidae,family,70728,56,47.8,35069
19964,spm,,915749,0,,SFU Q-0007,,,body,,1,text,,,Formicidae indet.,family,70728,,Formicidae,family,70728,56,47.8,35069
19965,spm,,915749,0,,SFU Q-0400,,,body,,1,text,,,Formicidae indet.,family,70728,,Formicidae,family,70728,56,47.8,35069
21438,spm,,939610,0,,DMNS 9041,holotype,,body,,1,text,,,Titanomyrma n. sp. lubei,species,184422,,Titanomyrma lubei,species,184422,50.3,46.2,35980
21439,spm,,939610,0,,DMNS 9041,holotype,,forewing,,1,text,,,Titanomyrma n. sp. lubei,species,184422,,Titanomyrma lubei,species,184422,50.3,46.2,35980
21440,spm,N,,0,,,holotype,,body,,1,text,,,UNKNOWN,species,184424,recombined as,Titanomyrma simillima,species,184425,,,35980
21832,spm,,942686,0,,GZG.W.14552,holotype,right,forewing,,1,text,,,n. gen. Camponotites n. sp. silvestris,species,185335,,Camponotites silvestris,species,185335,3.6,2.588,51248
21833,spm,,942686,0,,GZG.W.14552,holotype,left,hindwing,,1,text,,,n. gen. Camponotites n. sp. silvestris,species,185335,,Camponotites silvestris,species,185335,3.6,2.588,51248
21834,spm,,942686,0,,GZG.W.14552,holotype,,body,,1,text,,Width based on mesosoma,n. gen. Camponotites n. sp. silvestris,species,185335,,Camponotites silvestris,species,185335,3.6,2.588,51248
21835,spm,,942687,0,,TU CI P In 191,holotype,,forewing,,1,text,,Length 22-23 mm from 20.5 mm fragment,Camponotites n. sp. steinbachi,species,185336,,Camponotites steinbachi,species,185336,3.6,2.588,36140
21836,spm,,942687,0,,TU CI P In 191,holotype,,hindwing,,1,text,,,Camponotites n. sp. steinbachi,species,185336,,Camponotites steinbachi,species,185336,3.6,2.588,36140
22354,spm,,949213,0,,MNHN A32915,holotype,,body,,1,text,,,Platythyrea n. sp. dlusskyi,species,187155,,Platythyrea dlusskyi,species,187155,55.8,48.6,36397
22355,spm,,633380,24900,,MNHN A32917,holotype,,body,,1,text,,,Ponerinae indet.,subfamily,71998,,Ponerinae,subfamily,71998,56,47.8,36397
23098,spm,,950431,0,,NJ-1029,holotype,,Head,,1,text,,,n. gen. Kyromyrma n. sp. neffi,species,187514,,Kyromyrma neffi,species,187514,93.9,89.8,36433
23099,spm,,950431,0,,NJ-1029,holotype,,Eye,,1,text,,,n. gen. Kyromyrma n. sp. neffi,species,187514,,Kyromyrma neffi,species,187514,93.9,89.8,36433
23100,spm,,950431,0,,NJ-1029,holotype,,Antenna Scape,,1,text,,,n. gen. Kyromyrma n. sp. neffi,species,187514,,Kyromyrma neffi,species,187514,93.9,89.8,36433
23101,spm,,950431,0,,NJ-1029,holotype,,Mandible,,1,text,,,n. gen. Kyromyrma n. sp. neffi,species,187514,,Kyromyrma neffi,species,187514,93.9,89.8,36433
23102,spm,,950431,0,,NJ-1029,holotype,,Alitrunk,,1,text,,,n. gen. Kyromyrma n. sp. neffi,species,187514,,Kyromyrma neffi,species,187514,93.9,89.8,36433
23103,spm,,950431,0,,NJ-1029,holotype,,Gaster,,1,text,,,n. gen. Kyromyrma n. sp. neffi,species,187514,,Kyromyrma neffi,species,187514,93.9,89.8,36433
23220,spm,,955042,0,,BU 351,holotype,,Head,,1,text,,,n. gen. Sphecomyrmodes n. sp. orientalis,species,190428,recombined as,Gerontoformica orientalis,species,190428,99.6,93.5,36535
23221,spm,,955042,0,,BU 351,holotype,,Mesosoma,,1,text,,,n. gen. Sphecomyrmodes n. sp. orientalis,species,190428,recombined as,Gerontoformica orientalis,species,190428,99.6,93.5,36535
23222,spm,,955042,0,,BU 351,holotype,,Petiole,,1,text,,,n. gen. Sphecomyrmodes n. sp. orientalis,species,190428,recombined as,Gerontoformica orientalis,species,190428,99.6,93.5,36535
23223,spm,,955042,0,,BU 351,holotype,,Gaster,,1,text,,,n. gen. Sphecomyrmodes n. sp. orientalis,species,190428,recombined as,Gerontoformica orientalis,species,190428,99.6,93.5,36535
23224,spm,,955028,0,,NJ-1023,holotype,,Head,,1,text,,Measurement is with mandibles closed,Sphecomyrma n. sp. mesaki,species,214645,,Sphecomyrma mesaki,species,214645,93.9,89.8,36535
23225,spm,,955028,0,,NJ-1023,holotype,,Eye,,1,text,,,Sphecomyrma n. sp. mesaki,species,214645,,Sphecomyrma mesaki,species,214645,93.9,89.8,36535
23226,spm,,955028,0,,NJ-1023,holotype,,Antenna Scape,,1,text,,,Sphecomyrma n. sp. mesaki,species,214645,,Sphecomyrma mesaki,species,214645,93.9,89.8,36535
23227,spm,,955028,0,,NJ-1023,holotype,,Mesosoma,,1,text,,,Sphecomyrma n. sp. mesaki,species,214645,,Sphecomyrma mesaki,species,214645,93.9,89.8,36535
23228,spm,,955026,0,,NJ-943B,,,Head,,1,text,,,Sphecomyrma freyi,species,214622,,Sphecomyrma freyi,species,214622,93.9,89.8,36535
23229,spm,,955026,0,,NJ-943B,,,Mesosoma,,1,text,,,Sphecomyrma freyi,species,214622,,Sphecomyrma freyi,species,214622,93.9,89.8,36535
23230,spm,,955026,0,,NJ-943A,,,Mesosoma,,1,text,,,Sphecomyrma freyi,species,214622,,Sphecomyrma freyi,species,214622,93.9,89.8,36535
23231,spm,,955026,0,,NJ-943B,,,Petiole,,1,text,,,Sphecomyrma freyi,species,214622,,Sphecomyrma freyi,species,214622,93.9,89.8,36535
23232,spm,,955026,0,,NJ-943A,,,Petiole,,1,text,,,Sphecomyrma freyi,species,214622,,Sphecomyrma freyi,species,214622,93.9,89.8,36535
23233,spm,,955026,0,,NJ-943A,,,Gaster,,1,text,,,Sphecomyrma freyi,species,214622,,Sphecomyrma freyi,species,214622,93.9,89.8,36535
23234,spm,,955027,0,,NJ-942,,,hindwing,,1,text,,,Sphecomyrma sp.,genus,152121,,Sphecomyrma,genus,152121,93.9,89.8,36535
23235,spm,,955027,0,,NJ-942,,,Mesosoma,,1,text,,,Sphecomyrma sp.,genus,152121,,Sphecomyrma,genus,152121,93.9,89.8,36535
23236,spm,,955027,0,,NJ-942,,,Petiole,,1,text,,,Sphecomyrma sp.,genus,152121,,Sphecomyrma,genus,152121,93.9,89.8,36535
23237,spm,,955027,0,,NJ-942,,,Gaster,,1,text,,,Sphecomyrma sp.,genus,152121,,Sphecomyrma,genus,152121,93.9,89.8,36535
23238,spm,,955027,0,,NJ-942,,,antenna,,1,text,,,Sphecomyrma sp.,genus,152121,,Sphecomyrma,genus,152121,93.9,89.8,36535
23239,spm,,955025,0,,NJ-941,,,Head,,1,text,,Measurement is with mandibles closed,n. gen. Brownimecia n. sp. clavata,species,214648,,Brownimecia clavata,species,214648,93.9,89.8,36535
23240,spm,,955025,0,,NJ-941,,,Eye,,1,text,,,n. gen. Brownimecia n. sp. clavata,species,214648,,Brownimecia clavata,species,214648,93.9,89.8,36535
23241,spm,,955025,0,,NJ-941,,,Trunk,,1,text,,,n. gen. Brownimecia n. sp. clavata,species,214648,,Brownimecia clavata,species,214648,93.9,89.8,36535
23242,spm,,955025,0,,NJ-941,,,Petiole,,1,text,,,n. gen. Brownimecia n. sp. clavata,species,214648,,Brownimecia clavata,species,214648,93.9,89.8,36535
23243,spm,,955044,0,,BU-014,holotype,,Head,,1,text,,,n. gen. Myanmyrma n. sp. gracilis,species,190432,,Myanmyrma gracilis,species,190432,99.6,93.5,36535
23244,spm,,955044,0,,BU-014,holotype,,Mandible,,1,text,,,n. gen. Myanmyrma n. sp. gracilis,species,190432,,Myanmyrma gracilis,species,190432,99.6,93.5,36535
23245,spm,,955044,0,,BU-014,holotype,,antenna,,1,text,,,n. gen. Myanmyrma n. sp. gracilis,species,190432,,Myanmyrma gracilis,species,190432,99.6,93.5,36535
23246,spm,,955044,0,,BU-014,holotype,,Antenna Scape,,1,text,,,n. gen. Myanmyrma n. sp. gracilis,species,190432,,Myanmyrma gracilis,species,190432,99.6,93.5,36535
23247,spm,,955044,0,,BU-014,holotype,,Mesosoma,,1,text,,,n. gen. Myanmyrma n. sp. gracilis,species,190432,,Myanmyrma gracilis,species,190432,99.6,93.5,36535
23248,spm,,955044,0,,BU-014,holotype,,Petiole,,1,text,,,n. gen. Myanmyrma n. sp. gracilis,species,190432,,Myanmyrma gracilis,species,190432,99.6,93.5,36535
23249,spm,,955044,0,,BU-014,holotype,,Gaster,,1,text,,,n. gen. Myanmyrma n. sp. gracilis,species,190432,,Myanmyrma gracilis,species,190432,99.6,93.5,36535
23250,spm,,955118,0,,TMP 8.89.7,holotype,,Head,,1,text,,,n. gen. Cananeuretus n. sp. occidentalis,species,190466,,Cananeuretus occidentalis,species,190466,83.5,70.6,36535
23251,spm,,955118,0,,TMP 8.89.7,holotype,,Antenna Scape,,1,text,,,n. gen. Cananeuretus n. sp. occidentalis,species,190466,,Cananeuretus occidentalis,species,190466,83.5,70.6,36535
23252,spm,,955118,0,,TMP 8.89.7,holotype,,Mesosoma,,1,text,,,n. gen. Cananeuretus n. sp. occidentalis,species,190466,,Cananeuretus occidentalis,species,190466,83.5,70.6,36535
24690,spm,,967510,0,,PIN 3130/113,holotype,,body,,1,text,,,n. gen. Cretomyrma n. sp. arnoldii,species,195450,,Cretomyrma arnoldii,species,195450,85.8,83.5,37059
24691,spm,,967510,0,,PIN 3130/113,holotype,,front leg,,1,text,,,n. gen. Cretomyrma n. sp. arnoldii,species,195450,,Cretomyrma arnoldii,species,195450,85.8,83.5,37059
24692,spm,,967510,0,,PIN 3130/113,holotype,,hind tibia,,1,text,,,n. gen. Cretomyrma n. sp. arnoldii,species,195450,,Cretomyrma arnoldii,species,195450,85.8,83.5,37059
24693,spm,,967485,0,,PIN 3311/363,holotype,,middle femur,,1,text,,,Cretomyrma n. sp. unicornis,species,195451,,Cretomyrma unicornis,species,195451,85.8,83.5,37059
24694,spm,,967485,0,,PIN 3311/363,holotype,,middle tibia,,1,text,,,Cretomyrma n. sp. unicornis,species,195451,,Cretomyrma unicornis,species,195451,85.8,83.5,37059
24697,spm,,967486,0,,PIN 3311/364,holotype,,forewing,,1,text,,,n. gen. Palaeomyrmex n. sp. zherichini,species,195452,recombined as,Dlusskyidris zherichini,species,195452,85.8,83.5,37059
24698,spm,,967486,0,,PIN 3311/364,holotype,,body,,1,text,,,n. gen. Palaeomyrmex n. sp. zherichini,species,195452,recombined as,Dlusskyidris zherichini,species,195452,85.8,83.5,37059
26303,spm,,979564,0,,USNM 66932,,,body,,1,,,,n. gen. Eoformica n. sp. eocenica,species,199804,subjective synonym of,Eoformica pinguis,species,206619,50.3,46.2,5045
26304,spm,,979564,0,,USNM 66932,,,thorax,,1,,,,n. gen. Eoformica n. sp. eocenica,species,199804,subjective synonym of,Eoformica pinguis,species,206619,50.3,46.2,5045
26305,spm,,979564,0,,USNM 66932,,,abdomen,,1,,,,n. gen. Eoformica n. sp. eocenica,species,199804,subjective synonym of,Eoformica pinguis,species,206619,50.3,46.2,5045
26701,spm,,980375,0,,MeI 3643,holotype,,forewing,female,1,text,,female,Oecophylla n. sp. longiceps,species,200597,,Oecophylla longiceps,species,200597,48.6,40.4,37721
26702,spm,,980375,0,,MeI 890,paratype,,forewing,female,1,text,,female,Oecophylla n. sp. longiceps,species,200597,,Oecophylla longiceps,species,200597,48.6,40.4,37721
26703,spm,,980375,0,,MeI 6220,paratype,,forewing,female,1,text,,female,Oecophylla n. sp. longiceps,species,200597,,Oecophylla longiceps,species,200597,48.6,40.4,37721
26704,spm,,980375,0,,MeI 6803,paratype,,forewing,female,1,text,,female,Oecophylla n. sp. longiceps,species,200597,,Oecophylla longiceps,species,200597,48.6,40.4,37721
26705,spm,,980375,0,,MeI 7636,paratype,,body,male,1,text,,male,Oecophylla n. sp. longiceps,species,200597,,Oecophylla longiceps,species,200597,48.6,40.4,37721
26706,spm,,980375,0,,MeI 7636,paratype,,forewing,male,1,text,,male,Oecophylla n. sp. longiceps,species,200597,,Oecophylla longiceps,species,200597,48.6,40.4,37721
26707,spm,,980376,0,,PE-2000/8,holotype,,forewing,female,1,text,,female,Oecophylla n. sp. eckfeldiana,species,200598,,Oecophylla eckfeldiana,species,200598,48.6,40.4,37721
26708,spm,,1101409,0,,NHMM PE-1994/159,paratype,,forewing,female,1,text,,female,Oecophylla eckfeldiana,species,200598,,Oecophylla eckfeldiana,species,200598,48.6,40.4,37721
26723,spm,,1211780,0,,UMJG&P 77.625,holotype,,forewing,,1,text,,,Formica n. sp. obesa,species,200595,recombined as,Oecophylla obesa,species,200595,12.7,11.608,51760
26724,spm,,1211780,0,,UMJG&P 77.625,holotype,,body,,1,text,,Using 12 linie per inch,Formica n. sp. obesa,species,200595,recombined as,Oecophylla obesa,species,200595,12.7,11.608,37344
26725,spm,,1211781,0,,UMJG&P 77.646a,holotype,,forewing,,1,text,,Using 12 linie per inch,Formica pinguis,species,200630,subjective synonym of,Oecophylla obesa,species,200595,12.7,11.608,37344
26726,spm,,980394,0,,F. pinguis oeningensis Carlsruhe,holotype,,body,,1,text,,Using 12 linie per inch; width of thorax,Formica pinguis,species,200630,subjective synonym of,Oecophylla obesa,species,200595,12.7,11.608,37344
26727,spm,,980399,0,,F. procera Seyfried coll,holotype,,body,,1,text,,Using 12 linie per inch; width of thorax,Formica procera,species,200632,,Formica procera,species,200632,12.7,11.608,37344
26728,spm,,980400,0,,SMNK Inv. 1182,,,forewing,,1,text,,,Formica lignitum,species,200633,recombined as,Camponotus lignitus,species,200633,12.7,11.608,56453
26729,spm,,980400,0,,SMNK Inv. 1182,,,body,,1,text,,,Formica lignitum,species,200633,recombined as,Camponotus lignitus,species,200633,12.7,11.608,56453
26751,spm,,980520,0,,,,,forewing,,1,text,,Using 12 linie per inch,Formica gravida,species,200669,,Formica gravida,species,200669,12.7,11.608,37344
26752,spm,,980520,0,,,,,body,,1,text,,Using 12 linie per inch; width of thorax,Formica gravida,species,200669,,Formica gravida,species,200669,12.7,11.608,37344
26753,spm,,980521,0,,F. longicollis Carlsruhe type,holotype,,wing,,1,text,,Using 12 linie per inch,Formica n. sp. longicollis,species,200670,,Formica longicollis,species,200670,12.7,11.608,37344
26754,spm,,980521,0,,F. longicollis Carlsruhe type,holotype,,body,,1,text,,Using 12 linie per inch,Formica n. sp. longicollis,species,200670,,Formica longicollis,species,200670,12.7,11.608,37344
26755,spm,,1211774,0,,UMJG&P 77.632,holotype,,body,,1,text,,,Formica n. sp. indurata,species,200671,recombined as,Camponotus induratus,species,200671,12.7,11.608,37344
26756,spm,,980523,0,,,,,body,,1,text,,Using 12 linie per inch; width of thorax,Formica heraclea,species,200673,recombined as,Camponotus heracleus,species,200673,12.7,11.608,37344
26757,spm,,980525,0,,F. pinguicula Seyfried coll,,,body,,1,text,,Using 12 linie per inch; width of thorax,Formica pinguicula,species,200675,recombined as,Camponotus pinguiculus,species,200675,12.7,11.608,37344
26758,spm,,1211796,0,,UMJG&P 77.536,holotype,,forewing,,1,text,,,Formica obscura,species,200677,,Formica obscura,species,200677,12.7,11.608,37344
26759,spm,,980529,0,,F. primordialis Oeningen type,holotype,,forewing,,1,text,,Using 12 linie per inch,Formica n. sp. primordialis,species,200679,,Formica primordialis,species,200679,12.7,11.608,37344
26760,spm,,980529,0,,F. primordialis Oeningen type,holotype,,body,,1,text,,Using 12 linie per inch; width of thorax,Formica n. sp. primordialis,species,200679,,Formica primordialis,species,200679,12.7,11.608,37344
26761,spm,,980530,0,,F. primordialis worker,,,head,,1,text,,Using 12 linie per inch,Formica primordialis,species,200679,,Formica primordialis,species,200679,12.7,11.608,37344
26762,spm,,980530,0,,F. primordialis worker,,,body,,1,text,,Using 12 linie per inch,Formica primordialis,species,200679,,Formica primordialis,species,200679,12.7,11.608,37344
26763,spm,,980531,0,,F. immersa Oeningen type,holotype,,wing,,1,text,,Using 12 linie per inch,Formica n. sp. immersa,species,200680,,Formica immersa,species,200680,12.7,11.608,37344
26764,spm,,980531,0,,F. immersa Oeningen type,holotype,,body,,1,text,,Using 12 linie per inch,Formica n. sp. immersa,species,200680,,Formica immersa,species,200680,12.7,11.608,37344
26765,spm,,1211821,0,,UMJG&P 77.584,holotype,,hindwing,,1,text,,,Formica n. sp. longiventris,species,200681,recombined as,Casaleia longiventris,species,200681,12.7,11.608,51760
26766,spm,,1211821,0,,UMJG&P 77.584,holotype,,body,,1,text,,,Formica n. sp. longiventris,species,200681,recombined as,Casaleia longiventris,species,200681,12.7,11.608,51760
26767,spm,,1211841,0,,UMJG&P 77.646c,holotype,,body,,1,text,,Using 144 linie per German foot (0.324 m); width of thorax,Formica n. sp. obtecta,species,200683,nomen dubium,Formicidae,family,70728,12.7,11.608,37344
26768,spm,,980534,0,,,,,body,,1,text,,Using 12 linie per inch; width of thorax,Formica macrophthalma,species,200685,,Formica macrophthalma,species,200685,12.7,11.608,37344
26769,spm,,1211801,0,,UMJG&P 77.646e,,,forewing,,1,text,,,Formica n. sp. ophthalmica,species,200686,recombined as,Lasius ophthalmicus,species,200686,12.7,11.608,37344
26770,spm,,1211801,0,,UMJG&P 77.646e,holotype,,body,,1,text,,,Formica n. sp. ophthalmica,species,200686,recombined as,Lasius ophthalmicus,species,200686,12.7,11.608,51760
26771,spm,,980537,0,,F. macrocephala oeningensis type,,,body,,1,text,,Using 12 linie per inch,Formica macrocephala,species,200688,,Formica macrocephala,species,200688,12.7,11.608,37344
26772,spm,,1211802,30067,,F. macrocephala radobojana type,,,body,,1,text,,Using 144 linie per German foot (0.324 m),Lasius ophthalmicus,species,296210,,Lasius ophthalmicus,species,200686,12.7,11.608,37344
26773,spm,,980541,0,,F. lavateri Oeningen type,holotype,,body,,1,text,,Using 12 linie per inch,Formica n. sp. lavateri,species,200692,,Formica lavateri,species,200692,12.7,11.608,37344
26774,spm,,980542,0,,F. seuberti Oeningen type,holotype,,wing,,1,text,,Using 12 linie per inch,Formica n. sp. seuberti,species,200696,,Formica seuberti,species,200696,12.7,11.608,37344
26775,spm,,980542,0,,F. seuberti Oeningen type,holotype,,body,,1,text,,Using 12 linie per inch; width of thorax,Formica n. sp. seuberti,species,200696,,Formica seuberti,species,200696,12.7,11.608,37344
26776,spm,,1211787,0,,UMJG&P 77.566,holotype,,forewing,,1,text,,,Formica n. sp. ungeri,species,200697,,Formica ungeri,species,200697,12.7,11.608,51760
26777,spm,,1211787,0,,UMJG&P 77.566,holotype,,body,,1,text,,,Formica n. sp. ungeri,species,200697,,Formica ungeri,species,200697,12.7,11.608,51760
26778,spm,,1211788,0,,UMJG&P 77.510,holotype,,forewing,,1,text,,Using 12 linie per inch,Formica n. sp. redtenbacheri,species,200698,subjective synonym of,Formica ungeri,species,200697,12.7,11.608,37344
26779,spm,,1211788,0,,UMJG&P 77.510,holotype,,body,,1,text,,Using 12 linie per inch; width of thorax,Formica n. sp. redtenbacheri,species,200698,subjective synonym of,Formica ungeri,species,200697,12.7,11.608,37344
26780,spm,,1211788,0,,F. redtenbacheri neutra type,holotype,,body,,1,text,,Using 12 linie per inch,Formica n. sp. redtenbacheri,species,200698,subjective synonym of,Formica ungeri,species,200697,12.7,11.608,37344
26781,spm,,1211811,0,,UMJG&P 77.635,holotype,,forewing,,1,text,,,Formica n. sp. globularis,species,200701,recombined as,Lasius globularis,species,200701,12.7,11.608,51760
26782,spm,,1211811,0,,UMJG&P 77.635,holotype,,body,,1,text,,,Formica n. sp. globularis,species,200701,recombined as,Lasius globularis,species,200701,12.7,11.608,51760
26783,spm,,980547,0,,F. globiventris Alberti type,holotype,,wing,,1,text,,Using 12 linie per inch,Formica n. sp. globiventris,species,200703,,Formica globiventris,species,200703,12.7,11.608,37344
26784,spm,,980547,0,,F. globiventris Alberti type,holotype,,body,,1,text,,Using 12 linie per inch; width of thorax,Formica n. sp. globiventris,species,200703,,Formica globiventris,species,200703,12.7,11.608,37344
26785,spm,,1211805,0,,UMJG&P 77.580,holotype,,forewing,,1,text,,,Formica n. sp. longaeva,species,200705,recombined as,Lasius longaevus,species,200705,12.7,11.608,51760
26786,spm,,1211762,0,,UMJG&P 77.645a,holotype,,body,female,1,text,,,Formica n. sp. ocella,species,200708,recombined as,Emplastus ocellus,species,200708,12.7,11.608,51760
26787,spm,,1211762,0,,UMJG&P 77.546b,holotype,,body,male,1,text,,,Formica n. sp. ocella,species,200708,recombined as,Emplastus ocellus,species,200708,12.7,11.608,51760
26788,spm,,1211815,0,,UMJG&P 77.499,holotype,,forewing,male,1,text,,,Formica n. sp. occultata,species,200715,recombined as,Lasius occultatus,species,200715,12.7,11.608,51760
26789,spm,,1211815,0,,UMJG&P 77.499,,,body,male,1,text,,,Formica n. sp. occultata,species,200715,recombined as,Lasius occultatus,species,200715,12.7,11.608,51760
26791,spm,,1211808,0,,UMJG&P 77.503,holotype,,forewing,,1,text,,,Formica n. sp. longipennis,species,200720,recombined as,Lasius longipennis,species,200720,12.7,11.608,51760
26792,spm,,1211808,0,,UMJG&P 77.503,holotype,,body,,1,text,,,Formica n. sp. longipennis,species,200720,recombined as,Lasius longipennis,species,200720,12.7,11.608,51760
26793,spm,,1211816,0,,UMJG&P 77.543,holotype,,forewing,,1,text,,,Formica n. sp. minutula,species,200722,subjective synonym of,Lasius occultatus,species,200715,12.7,11.608,51760
26794,spm,,1211817,0,,UMJG&P 77.644b,holotype,,forewing,,1,text,,,Formica n. sp. pumila,species,200723,subjective synonym of,Lasius occultatus,species,200715,12.7,11.608,51760
26795,spm,,1211817,0,,UMJG&P 77.644b,holotype,,body,,1,text,,,Formica n. sp. pumila,species,200723,subjective synonym of,Lasius occultatus,species,200715,12.7,11.608,51760
26796,spm,,1211763,0,,F. imhoffii Radoboj type,holotype,,forewing,,1,text,,Using 12 linie per inch,Formica n. sp. imhoffii,species,200724,recombined as,Liometopum imhoffii,species,200724,12.7,11.608,37344
26797,spm,,1211763,0,,F. imhoffii Radoboj type,holotype,,body,,1,text,,Using 12 linie per inch,Formica n. sp. imhoffii,species,200724,recombined as,Liometopum imhoffii,species,200724,12.7,11.608,37344
26798,spm,,1211764,0,,UMJG&P 77.594,holotype,,hindwing,,1,text,,Using 12 linie per inch; oberflugel,Formica n. sp. schmidtii,species,200725,subjective synonym of,Liometopum imhoffii,species,200724,12.7,11.608,37344
26799,spm,,1211764,0,,UMJG&P 77.594,holotype,,body,,1,text,,Using 12 linie per inch; width of thorax,Formica n. sp. schmidtii,species,200725,subjective synonym of,Liometopum imhoffii,species,200724,12.7,11.608,37344
26800,spm,,980552,0,,F. primitiva Oeningen type,holotype,,forewing,,1,text,,Using 12 linie per inch,Formica n. sp. primitiva,species,200726,,Formica primitiva,species,200726,12.7,11.608,37344
26801,spm,,980552,0,,F. primitiva Oeningen type,holotype,,body,,1,text,,Using 12 linie per inch,Formica n. sp. primitiva,species,200726,,Formica primitiva,species,200726,12.7,11.608,37344
26802,spm,,980553,0,,,,,body,,1,text,,Using 12 linie per inch; width of thorax,Formica demersa,species,200727,,Formica demersa,species,200727,12.7,11.608,37344
26803,spm,,980555,0,,,,,body,,1,text,,Using 12 linie per inch,Formica orbata,species,200728,,Formica orbata,species,200728,12.7,11.608,37344
26804,spm,,1211843,0,,UMJG&P 77.646f,holotype,,body,,1,text,,,Formica n. sp. obvoluta,species,200729,nomen dubium,Formicidae,family,70728,12.7,11.608,37344
26805,spm,,1211789,0,,UMJG&P 77.645g,holotype,,body,,1,text,,Using 12 linie per inch; width of thorax,Formica n. sp. acuminata,species,200730,subjective synonym of,Formica ungeri,species,200697,12.7,11.608,37344
26806,spm,,980558,0,,F. pulchella Seyfried type,holotype,,wing,,1,text,,Using 12 linie per inch,Formica n. sp. pulchella,species,200731,,Formica pulchella,species,200731,12.7,11.608,37344
26807,spm,,980558,0,,F. pulchella Seyfried type,holotype,,body,,1,text,,Using 12 linie per inch; width of thorax,Formica n. sp. pulchella,species,200731,,Formica pulchella,species,200731,12.7,11.608,37344
26808,spm,,1211840,0,,UMJG&P 77.646d,holotype,,body,,1,text,,Using 144 linie per German foot (0.324 m); width of thorax,Formica n. sp. oculata,species,200732,nomen dubium,Formicidae,family,70728,12.7,11.608,37344
26809,spm,,1211825,0,,UMJG&P 77.582,holotype,,forewing,,1,text,,,Formica n. sp. atavina,species,200733,recombined as,Ponerites atavinus,species,200733,12.7,11.608,51760
26810,spm,,1211825,0,,UMJG&P 77.582,holotype,,body,,1,text,,,Formica n. sp. atavina,species,200733,recombined as,Ponerites atavinus,species,200733,12.7,11.608,51760
26811,spm,,1211818,0,,UMJG&P 77.565,holotype,,forewing,,1,text,,,Formica n. sp. obliterata,species,200734,subjective synonym of,Lasius occultatus,species,200715,12.7,11.608,51760
26812,spm,,980574,0,,P. fuliginosa Seyfried coll,,,forewing,,1,text,,Using 12 linie per inch,Ponera fuliginosa,species,200738,recombined as,Poneropsis fuliginosa,species,200738,12.7,11.608,37344
26813,spm,,980574,0,,P. fuliginosa Seyfried coll,,,body,,1,text,,Using 12 linie per inch; width of thorax,Ponera fuliginosa,species,200738,recombined as,Poneropsis fuliginosa,species,200738,12.7,11.608,37344
